"node1","node2","region1","region2","proportion_control","proportion_autism","risk_difference","effect_range","p_value","p_adjusted","p_by","selected","rank"
31,32,"Cingulum_Ant_L","Cingulum_Ant_R",1,1,0,0,1,1,1,FALSE,5305
1,33,"Precentral_L","Cingulum_Mid_L",0.290909090909091,0.127272727272727,-0.163636363636364,0.163636363636364,0.0591947944868677,1,1,FALSE,143
2,33,"Precentral_R","Cingulum_Mid_L",0.309090909090909,0.181818181818182,-0.127272727272727,0.127272727272727,0.183185115864541,1,1,FALSE,392
3,33,"Frontal_Sup_L","Cingulum_Mid_L",0.127272727272727,0.0727272727272727,-0.0545454545454545,0.0545454545454545,0.526914472209385,1,1,FALSE,1513
4,33,"Frontal_Sup_R","Cingulum_Mid_L",0.0727272727272727,0.0181818181818182,-0.0545454545454545,0.0545454545454545,0.363371345279945,1,1,FALSE,895
5,33,"Frontal_Sup_Orb_L","Cingulum_Mid_L",0,0.0181818181818182,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,2896
6,33,"Frontal_Sup_Orb_R","Cingulum_Mid_L",0,0,0,0,1,1,1,FALSE,4380
7,33,"Frontal_Mid_L","Cingulum_Mid_L",0.109090909090909,0.0727272727272727,-0.0363636363636364,0.0363636363636364,0.741953348477847,1,1,FALSE,2143
8,33,"Frontal_Mid_R","Cingulum_Mid_L",0.0181818181818182,0.0363636363636364,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,2959
9,33,"Frontal_Mid_Orb_L","Cingulum_Mid_L",0.0181818181818182,0,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,2982
10,33,"Frontal_Mid_Orb_R","Cingulum_Mid_L",0,0,0,0,1,1,1,FALSE,4575
11,33,"Frontal_Inf_Oper_L","Cingulum_Mid_L",0.0181818181818182,0,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3022
12,33,"Frontal_Inf_Oper_R","Cingulum_Mid_L",0,0.0545454545454545,0.0545454545454545,0.0545454545454545,0.243119266055046,1,1,FALSE,538
13,33,"Frontal_Inf_Tri_L","Cingulum_Mid_L",0.0181818181818182,0.0181818181818182,0,0,1,1,1,FALSE,4715
14,33,"Frontal_Inf_Tri_R","Cingulum_Mid_L",0.0181818181818182,0.0181818181818182,0,0,1,1,1,FALSE,4759
15,33,"Frontal_Inf_Orb_L","Cingulum_Mid_L",0,0,0,0,1,1,1,FALSE,4789
16,33,"Frontal_Inf_Orb_R","Cingulum_Mid_L",0,0,0,0,1,1,1,FALSE,4821
17,33,"Rolandic_Oper_L","Cingulum_Mid_L",0.4,0.309090909090909,-0.0909090909090909,0.0909090909090909,0.42551401227077,1,1,FALSE,1036
18,33,"Rolandic_Oper_R","Cingulum_Mid_L",0.4,0.254545454545455,-0.145454545454546,0.145454545454546,0.154438881013957,1,1,FALSE,341
19,33,"Supp_Motor_Area_L","Cingulum_Mid_L",0.4,0.363636363636364,-0.0363636363636364,0.0363636363636364,0.844559971809837,1,1,FALSE,2399
20,33,"Supp_Motor_Area_R","Cingulum_Mid_L",0.763636363636364,0.545454545454545,-0.218181818181818,0.218181818181818,0.0267657956869872,1,1,FALSE,56
21,33,"Olfactory_L","Cingulum_Mid_L",0,0,0,0,1,1,1,FALSE,4983
22,33,"Olfactory_R","Cingulum_Mid_L",0,0,0,0,1,1,1,FALSE,5022
23,33,"Frontal_Sup_Medial_L","Cingulum_Mid_L",0.0363636363636364,0,-0.0363636363636364,0.0363636363636364,0.495412844036697,1,1,FALSE,1297
24,33,"Frontal_Sup_Medial_R","Cingulum_Mid_L",0.0181818181818182,0,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3312
25,33,"Frontal_Med_Orb_L","Cingulum_Mid_L",0,0,0,0,1,1,1,FALSE,5122
26,33,"Frontal_Med_Orb_R","Cingulum_Mid_L",0,0.0181818181818182,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3346
27,33,"Rectus_L","Cingulum_Mid_L",0,0,0,0,1,1,1,FALSE,5190
28,33,"Rectus_R","Cingulum_Mid_L",0,0,0,0,1,1,1,FALSE,5223
29,33,"Insula_L","Cingulum_Mid_L",0.381818181818182,0.236363636363636,-0.145454545454545,0.145454545454545,0.148129727702194,1,1,FALSE,330
30,33,"Insula_R","Cingulum_Mid_L",0.436363636363636,0.363636363636364,-0.0727272727272727,0.0727272727272727,0.559557548581102,1,1,FALSE,1614
31,33,"Cingulum_Ant_L","Cingulum_Mid_L",0.145454545454545,0.163636363636364,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,2487
32,33,"Cingulum_Ant_R","Cingulum_Mid_L",0.109090909090909,0.0909090909090909,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,4158
1,34,"Precentral_L","Cingulum_Mid_R",0.327272727272727,0.181818181818182,-0.145454545454545,0.145454545454545,0.124634456179733,1,1,FALSE,307
2,34,"Precentral_R","Cingulum_Mid_R",0.418181818181818,0.254545454545455,-0.163636363636364,0.163636363636364,0.105818096339889,1,1,FALSE,206
3,34,"Frontal_Sup_L","Cingulum_Mid_R",0.436363636363636,0.472727272727273,0.0363636363636364,0.0363636363636364,0.848266319715959,1,1,FALSE,2425
4,34,"Frontal_Sup_R","Cingulum_Mid_R",0.509090909090909,0.509090909090909,0,0,1,1,1,FALSE,4302
5,34,"Frontal_Sup_Orb_L","Cingulum_Mid_R",0.0909090909090909,0.0909090909090909,0,0,1,1,1,FALSE,2618
6,34,"Frontal_Sup_Orb_R","Cingulum_Mid_R",0.0181818181818182,0.0181818181818182,0,0,1,1,1,FALSE,4381
7,34,"Frontal_Mid_L","Cingulum_Mid_R",0.436363636363636,0.509090909090909,0.0727272727272727,0.0727272727272727,0.566911675700932,1,1,FALSE,1635
8,34,"Frontal_Mid_R","Cingulum_Mid_R",0.509090909090909,0.6,0.0909090909090909,0.0909090909090909,0.44304703086807,1,1,FALSE,1121
9,34,"Frontal_Mid_Orb_L","Cingulum_Mid_R",0.0909090909090909,0.0363636363636364,-0.0545454545454545,0.0545454545454545,0.437644688330618,1,1,FALSE,1059
10,34,"Frontal_Mid_Orb_R","Cingulum_Mid_R",0.0909090909090909,0.0909090909090909,0,0,1,1,1,FALSE,2620
11,34,"Frontal_Inf_Oper_L","Cingulum_Mid_R",0.0363636363636364,0.0727272727272727,0.0363636363636364,0.0363636363636364,0.678654107617496,1,1,FALSE,1947
12,34,"Frontal_Inf_Oper_R","Cingulum_Mid_R",0.109090909090909,0.0909090909090909,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,4146
13,34,"Frontal_Inf_Tri_L","Cingulum_Mid_R",0.0363636363636364,0.0909090909090909,0.0545454545454545,0.0545454545454545,0.437644688330618,1,1,FALSE,1062
14,34,"Frontal_Inf_Tri_R","Cingulum_Mid_R",0.0909090909090909,0.145454545454545,0.0545454545454545,0.0545454545454545,0.556268985477779,1,1,FALSE,1586
15,34,"Frontal_Inf_Orb_L","Cingulum_Mid_R",0.0363636363636364,0.0545454545454545,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3122
16,34,"Frontal_Inf_Orb_R","Cingulum_Mid_R",0.163636363636364,0.0727272727272727,-0.0909090909090909,0.0909090909090909,0.236782655021779,1,1,FALSE,499
17,34,"Rolandic_Oper_L","Cingulum_Mid_R",0.254545454545455,0.218181818181818,-0.0363636363636363,0.0363636363636363,0.822773070595087,1,1,FALSE,2341
18,34,"Rolandic_Oper_R","Cingulum_Mid_R",0.327272727272727,0.181818181818182,-0.145454545454545,0.145454545454545,0.124634456179733,1,1,FALSE,309
19,34,"Supp_Motor_Area_L","Cingulum_Mid_R",0.327272727272727,0.454545454545455,0.127272727272727,0.127272727272727,0.240903809631543,1,1,FALSE,514
20,34,"Supp_Motor_Area_R","Cingulum_Mid_R",0.963636363636364,0.872727272727273,-0.0909090909090909,0.0909090909090909,0.16138081677265,1,1,FALSE,350
21,34,"Olfactory_L","Cingulum_Mid_R",0.0545454545454545,0.0545454545454545,0,0,1,1,1,FALSE,4984
22,34,"Olfactory_R","Cingulum_Mid_R",0,0,0,0,1,1,1,FALSE,5023
23,34,"Frontal_Sup_Medial_L","Cingulum_Mid_R",0.218181818181818,0.0909090909090909,-0.127272727272727,0.127272727272727,0.11164203105876,1,1,FALSE,209
24,34,"Frontal_Sup_Medial_R","Cingulum_Mid_R",0.418181818181818,0.4,-0.0181818181818181,0.0181818181818181,1,1,1,FALSE,2534
25,34,"Frontal_Med_Orb_L","Cingulum_Mid_R",0,0.0727272727272727,0.0727272727272727,0.0727272727272727,0.118151419017406,1,1,FALSE,251
26,34,"Frontal_Med_Orb_R","Cingulum_Mid_R",0.0909090909090909,0.0545454545454545,-0.0363636363636364,0.0363636363636364,0.716092464011574,1,1,FALSE,2098
27,34,"Rectus_L","Cingulum_Mid_R",0.0181818181818182,0,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3364
28,34,"Rectus_R","Cingulum_Mid_R",0.0363636363636364,0,-0.0363636363636364,0.0363636363636364,0.495412844036697,1,1,FALSE,1329
29,34,"Insula_L","Cingulum_Mid_R",0.545454545454545,0.345454545454545,-0.2,0.2,0.0545538182448068,1,1,FALSE,110
30,34,"Insula_R","Cingulum_Mid_R",0.618181818181818,0.636363636363636,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,2723
31,34,"Cingulum_Ant_L","Cingulum_Mid_R",0.690909090909091,0.672727272727273,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,2488
32,34,"Cingulum_Ant_R","Cingulum_Mid_R",0.818181818181818,0.836363636363636,0.0181818181818181,0.0181818181818181,1,1,1,FALSE,4217
33,34,"Cingulum_Mid_L","Cingulum_Mid_R",0.854545454545454,0.927272727272727,0.0727272727272728,0.0727272727272728,0.359662012889472,1,1,FALSE,854
1,35,"Precentral_L","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,4229
2,35,"Precentral_R","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,4258
3,35,"Frontal_Sup_L","Cingulum_Post_L",0.0363636363636364,0.0363636363636364,0,0,1,1,1,FALSE,4278
4,35,"Frontal_Sup_R","Cingulum_Post_L",0.0181818181818182,0.0181818181818182,0,0,1,1,1,FALSE,4303
5,35,"Frontal_Sup_Orb_L","Cingulum_Post_L",0,0.0181818181818182,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,2897
6,35,"Frontal_Sup_Orb_R","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,4382
7,35,"Frontal_Mid_L","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,4437
8,35,"Frontal_Mid_R","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,4478
9,35,"Frontal_Mid_Orb_L","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,4517
10,35,"Frontal_Mid_Orb_R","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,4576
11,35,"Frontal_Inf_Oper_L","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,4638
12,35,"Frontal_Inf_Oper_R","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,4676
13,35,"Frontal_Inf_Tri_L","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,4716
14,35,"Frontal_Inf_Tri_R","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,4760
15,35,"Frontal_Inf_Orb_L","Cingulum_Post_L",0,0.0181818181818182,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3123
16,35,"Frontal_Inf_Orb_R","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,4822
17,35,"Rolandic_Oper_L","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,4861
18,35,"Rolandic_Oper_R","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,4898
19,35,"Supp_Motor_Area_L","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,4934
20,35,"Supp_Motor_Area_R","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,4971
21,35,"Olfactory_L","Cingulum_Post_L",0,0.0181818181818182,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3242
22,35,"Olfactory_R","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,5024
23,35,"Frontal_Sup_Medial_L","Cingulum_Post_L",0.0545454545454545,0.109090909090909,0.0545454545454545,0.0545454545454545,0.488966435220834,1,1,FALSE,1168
24,35,"Frontal_Sup_Medial_R","Cingulum_Post_L",0.0727272727272727,0.0545454545454545,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3313
25,35,"Frontal_Med_Orb_L","Cingulum_Post_L",0.0181818181818182,0.0545454545454545,0.0363636363636364,0.0363636363636364,0.618022807167967,1,1,FALSE,1762
26,35,"Frontal_Med_Orb_R","Cingulum_Post_L",0.0363636363636364,0.0727272727272727,0.0363636363636364,0.0363636363636364,0.678654107617496,1,1,FALSE,1967
27,35,"Rectus_L","Cingulum_Post_L",0.0363636363636364,0.0181818181818182,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3365
28,35,"Rectus_R","Cingulum_Post_L",0.0181818181818182,0,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3388
29,35,"Insula_L","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,5267
30,35,"Insula_R","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,5288
31,35,"Cingulum_Ant_L","Cingulum_Post_L",0.0181818181818182,0.0363636363636364,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3445
32,35,"Cingulum_Ant_R","Cingulum_Post_L",0.0181818181818182,0.0363636363636364,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3466
33,35,"Cingulum_Mid_L","Cingulum_Post_L",0,0,0,0,1,1,1,FALSE,5363
34,35,"Cingulum_Mid_R","Cingulum_Post_L",0.0727272727272727,0.109090909090909,0.0363636363636364,0.0363636363636364,0.741953348477847,1,1,FALSE,2162
1,36,"Precentral_L","Cingulum_Post_R",0.0181818181818182,0.0181818181818182,0,0,1,1,1,FALSE,4230
2,36,"Precentral_R","Cingulum_Post_R",0,0.0181818181818182,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,2836
3,36,"Frontal_Sup_L","Cingulum_Post_R",0.109090909090909,0.145454545454545,0.0363636363636364,0.0363636363636364,0.775847219468156,1,1,FALSE,2242
4,36,"Frontal_Sup_R","Cingulum_Post_R",0.127272727272727,0.145454545454545,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,2676
5,36,"Frontal_Sup_Orb_L","Cingulum_Post_R",0.0545454545454545,0.0181818181818182,-0.0363636363636364,0.0363636363636364,0.618022807167967,1,1,FALSE,1715
6,36,"Frontal_Sup_Orb_R","Cingulum_Post_R",0.0545454545454545,0,-0.0545454545454545,0.0545454545454545,0.243119266055046,1,1,FALSE,530
7,36,"Frontal_Mid_L","Cingulum_Post_R",0.0363636363636364,0.0909090909090909,0.0545454545454545,0.0545454545454545,0.437644688330618,1,1,FALSE,1056
8,36,"Frontal_Mid_R","Cingulum_Post_R",0.0909090909090909,0.109090909090909,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,4142
9,36,"Frontal_Mid_Orb_L","Cingulum_Post_R",0.0363636363636364,0,-0.0363636363636364,0.0363636363636364,0.495412844036697,1,1,FALSE,1238
10,36,"Frontal_Mid_Orb_R","Cingulum_Post_R",0.0181818181818182,0.0181818181818182,0,0,1,1,1,FALSE,4577
11,36,"Frontal_Inf_Oper_L","Cingulum_Post_R",0,0,0,0,1,1,1,FALSE,4639
12,36,"Frontal_Inf_Oper_R","Cingulum_Post_R",0,0.0181818181818182,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3049
13,36,"Frontal_Inf_Tri_L","Cingulum_Post_R",0,0,0,0,1,1,1,FALSE,4717
14,36,"Frontal_Inf_Tri_R","Cingulum_Post_R",0,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.495412844036697,1,1,FALSE,1260
15,36,"Frontal_Inf_Orb_L","Cingulum_Post_R",0,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.495412844036697,1,1,FALSE,1265
16,36,"Frontal_Inf_Orb_R","Cingulum_Post_R",0.0363636363636364,0.0181818181818182,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3152
17,36,"Rolandic_Oper_L","Cingulum_Post_R",0,0,0,0,1,1,1,FALSE,4862
18,36,"Rolandic_Oper_R","Cingulum_Post_R",0,0,0,0,1,1,1,FALSE,4899
19,36,"Supp_Motor_Area_L","Cingulum_Post_R",0,0.0181818181818182,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3218
20,36,"Supp_Motor_Area_R","Cingulum_Post_R",0.0181818181818182,0.0909090909090909,0.0727272727272727,0.0727272727272727,0.20572996411117,1,1,FALSE,441
21,36,"Olfactory_L","Cingulum_Post_R",0.0181818181818182,0.0545454545454545,0.0363636363636364,0.0363636363636364,0.618022807167967,1,1,FALSE,1751
22,36,"Olfactory_R","Cingulum_Post_R",0,0.0181818181818182,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3268
23,36,"Frontal_Sup_Medial_L","Cingulum_Post_R",0.109090909090909,0.0727272727272727,-0.0363636363636364,0.0363636363636364,0.741953348477847,1,1,FALSE,2156
24,36,"Frontal_Sup_Medial_R","Cingulum_Post_R",0.163636363636364,0.254545454545455,0.0909090909090909,0.0909090909090909,0.34855177578558,1,1,FALSE,846
25,36,"Frontal_Med_Orb_L","Cingulum_Post_R",0.0727272727272727,0.0545454545454545,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3328
26,36,"Frontal_Med_Orb_R","Cingulum_Post_R",0.181818181818182,0.181818181818182,0,0,1,1,1,FALSE,5156
27,36,"Rectus_L","Cingulum_Post_R",0.0363636363636364,0.0181818181818182,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3366
28,36,"Rectus_R","Cingulum_Post_R",0.0363636363636364,0.0363636363636364,0,0,1,1,1,FALSE,5224
29,36,"Insula_L","Cingulum_Post_R",0,0,0,0,1,1,1,FALSE,5268
30,36,"Insula_R","Cingulum_Post_R",0.0181818181818182,0,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3427
31,36,"Cingulum_Ant_L","Cingulum_Post_R",0.0909090909090909,0.127272727272727,0.0363636363636363,0.0363636363636363,0.761067915257265,1,1,FALSE,2208
32,36,"Cingulum_Ant_R","Cingulum_Post_R",0.145454545454545,0.127272727272727,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,2730
33,36,"Cingulum_Mid_L","Cingulum_Post_R",0,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.495412844036697,1,1,FALSE,1342
34,36,"Cingulum_Mid_R","Cingulum_Post_R",0.4,0.490909090909091,0.0909090909090909,0.0909090909090909,0.44304703086807,1,1,FALSE,1125
35,36,"Cingulum_Post_L","Cingulum_Post_R",0.490909090909091,0.509090909090909,0.0181818181818181,0.0181818181818181,1,1,1,FALSE,4214
1,37,"Precentral_L","Hippocampus_L",0.0727272727272727,0.145454545454545,0.0727272727272727,0.0727272727272727,0.359662012889472,1,1,FALSE,857
2,37,"Precentral_R","Hippocampus_L",0.0363636363636364,0.0727272727272727,0.0363636363636364,0.0363636363636364,0.678654107617496,1,1,FALSE,1934
3,37,"Frontal_Sup_L","Hippocampus_L",0,0,0,0,1,1,1,FALSE,4279
4,37,"Frontal_Sup_R","Hippocampus_L",0,0,0,0,1,1,1,FALSE,4304
5,37,"Frontal_Sup_Orb_L","Hippocampus_L",0,0,0,0,1,1,1,FALSE,4325
6,37,"Frontal_Sup_Orb_R","Hippocampus_L",0,0,0,0,1,1,1,FALSE,4383
7,37,"Frontal_Mid_L","Hippocampus_L",0,0,0,0,1,1,1,FALSE,4438
8,37,"Frontal_Mid_R","Hippocampus_L",0,0,0,0,1,1,1,FALSE,4479
9,37,"Frontal_Mid_Orb_L","Hippocampus_L",0,0,0,0,1,1,1,FALSE,4518
10,37,"Frontal_Mid_Orb_R","Hippocampus_L",0,0,0,0,1,1,1,FALSE,4578
11,37,"Frontal_Inf_Oper_L","Hippocampus_L",0.0363636363636364,0.0363636363636364,0,0,1,1,1,FALSE,4640
12,37,"Frontal_Inf_Oper_R","Hippocampus_L",0,0.0181818181818182,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3050
13,37,"Frontal_Inf_Tri_L","Hippocampus_L",0,0.0181818181818182,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3074
14,37,"Frontal_Inf_Tri_R","Hippocampus_L",0.0181818181818182,0.0545454545454545,0.0363636363636364,0.0363636363636364,0.618022807167967,1,1,FALSE,1727
15,37,"Frontal_Inf_Orb_L","Hippocampus_L",0.0545454545454545,0.0181818181818182,-0.0363636363636364,0.0363636363636364,0.618022807167967,1,1,FALSE,1734
16,37,"Frontal_Inf_Orb_R","Hippocampus_L",0.0363636363636364,0.0363636363636364,0,0,1,1,1,FALSE,4823
17,37,"Rolandic_Oper_L","Hippocampus_L",0.145454545454545,0.127272727272727,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,2701
18,37,"Rolandic_Oper_R","Hippocampus_L",0.145454545454545,0.163636363636364,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,2477
19,37,"Supp_Motor_Area_L","Hippocampus_L",0,0,0,0,1,1,1,FALSE,4935
20,37,"Supp_Motor_Area_R","Hippocampus_L",0.0909090909090909,0.145454545454545,0.0545454545454545,0.0545454545454545,0.556268985477779,1,1,FALSE,1589
21,37,"Olfactory_L","Hippocampus_L",0.0545454545454545,0.0363636363636364,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3243
22,37,"Olfactory_R","Hippocampus_L",0.0727272727272727,0.0545454545454545,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3269
23,37,"Frontal_Sup_Medial_L","Hippocampus_L",0,0,0,0,1,1,1,FALSE,5065
24,37,"Frontal_Sup_Medial_R","Hippocampus_L",0.0727272727272727,0,-0.0727272727272727,0.0727272727272727,0.118151419017406,1,1,FALSE,250
25,37,"Frontal_Med_Orb_L","Hippocampus_L",0.0181818181818182,0.0181818181818182,0,0,1,1,1,FALSE,5123
26,37,"Frontal_Med_Orb_R","Hippocampus_L",0.0181818181818182,0.0727272727272727,0.0545454545454545,0.0545454545454545,0.363371345279945,1,1,FALSE,922
27,37,"Rectus_L","Hippocampus_L",0.0545454545454545,0.0181818181818182,-0.0363636363636364,0.0363636363636364,0.618022807167967,1,1,FALSE,1767
28,37,"Rectus_R","Hippocampus_L",0.0181818181818182,0.0181818181818182,0,0,1,1,1,FALSE,5225
29,37,"Insula_L","Hippocampus_L",0.309090909090909,0.327272727272727,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,2484
30,37,"Insula_R","Hippocampus_L",0.236363636363636,0.327272727272727,0.0909090909090909,0.0909090909090909,0.396830775384208,1,1,FALSE,1006
31,37,"Cingulum_Ant_L","Hippocampus_L",0.0545454545454545,0.0363636363636364,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3446
32,37,"Cingulum_Ant_R","Hippocampus_L",0.0909090909090909,0.0545454545454545,-0.0363636363636364,0.0363636363636364,0.716092464011574,1,1,FALSE,2101
33,37,"Cingulum_Mid_L","Hippocampus_L",0.0363636363636364,0.0363636363636364,0,0,1,1,1,FALSE,5364
34,37,"Cingulum_Mid_R","Hippocampus_L",0.127272727272727,0.109090909090909,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,2518
35,37,"Cingulum_Post_L","Hippocampus_L",0.0181818181818182,0,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3504
36,37,"Cingulum_Post_R","Hippocampus_L",0,0.0181818181818182,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3521
1,38,"Precentral_L","Hippocampus_R",0.0363636363636364,0.0545454545454545,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,2828
2,38,"Precentral_R","Hippocampus_R",0.0727272727272727,0.109090909090909,0.0363636363636364,0.0363636363636364,0.741953348477847,1,1,FALSE,2139
3,38,"Frontal_Sup_L","Hippocampus_R",0,0,0,0,1,1,1,FALSE,4280
4,38,"Frontal_Sup_R","Hippocampus_R",0.0909090909090909,0.127272727272727,0.0363636363636363,0.0363636363636363,0.761067915257265,1,1,FALSE,2191
5,38,"Frontal_Sup_Orb_L","Hippocampus_R",0,0,0,0,1,1,1,FALSE,4326
6,38,"Frontal_Sup_Orb_R","Hippocampus_R",0.0181818181818182,0.0363636363636364,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,2916
7,38,"Frontal_Mid_L","Hippocampus_R",0,0,0,0,1,1,1,FALSE,4439
8,38,"Frontal_Mid_R","Hippocampus_R",0.0545454545454545,0,-0.0545454545454545,0.0545454545454545,0.243119266055046,1,1,FALSE,533
9,38,"Frontal_Mid_Orb_L","Hippocampus_R",0,0,0,0,1,1,1,FALSE,4519
10,38,"Frontal_Mid_Orb_R","Hippocampus_R",0,0,0,0,1,1,1,FALSE,4579
11,38,"Frontal_Inf_Oper_L","Hippocampus_R",0.0181818181818182,0.0181818181818182,0,0,1,1,1,FALSE,4641
12,38,"Frontal_Inf_Oper_R","Hippocampus_R",0.0727272727272727,0.0363636363636364,-0.0363636363636364,0.0363636363636364,0.678654107617496,1,1,FALSE,1951
13,38,"Frontal_Inf_Tri_L","Hippocampus_R",0,0,0,0,1,1,1,FALSE,4718
14,38,"Frontal_Inf_Tri_R","Hippocampus_R",0.0545454545454545,0.0727272727272727,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3101
15,38,"Frontal_Inf_Orb_L","Hippocampus_R",0.0181818181818182,0.0727272727272727,0.0545454545454545,0.0545454545454545,0.363371345279945,1,1,FALSE,912
16,38,"Frontal_Inf_Orb_R","Hippocampus_R",0.0545454545454545,0.0909090909090909,0.0363636363636364,0.0363636363636364,0.716092464011574,1,1,FALSE,2080
17,38,"Rolandic_Oper_L","Hippocampus_R",0,0.0727272727272727,0.0727272727272727,0.0727272727272727,0.118151419017406,1,1,FALSE,243
18,38,"Rolandic_Oper_R","Hippocampus_R",0.0181818181818182,0.0363636363636364,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3196
19,38,"Supp_Motor_Area_L","Hippocampus_R",0,0,0,0,1,1,1,FALSE,4936
20,38,"Supp_Motor_Area_R","Hippocampus_R",0.0727272727272727,0.163636363636364,0.0909090909090909,0.0909090909090909,0.236782655021779,1,1,FALSE,502
21,38,"Olfactory_L","Hippocampus_R",0.145454545454545,0.0727272727272727,-0.0727272727272727,0.0727272727272727,0.359662012889472,1,1,FALSE,866
22,38,"Olfactory_R","Hippocampus_R",0.127272727272727,0.0909090909090909,-0.0363636363636363,0.0363636363636363,0.761067915257265,1,1,FALSE,2203
23,38,"Frontal_Sup_Medial_L","Hippocampus_R",0.0545454545454545,0.0727272727272727,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3293
24,38,"Frontal_Sup_Medial_R","Hippocampus_R",0.109090909090909,0.127272727272727,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,2513
25,38,"Frontal_Med_Orb_L","Hippocampus_R",0.0545454545454545,0.0909090909090909,0.0363636363636364,0.0363636363636364,0.716092464011574,1,1,FALSE,2095
26,38,"Frontal_Med_Orb_R","Hippocampus_R",0.254545454545455,0.181818181818182,-0.0727272727272727,0.0727272727272727,0.489151806446811,1,1,FALSE,1193
27,38,"Rectus_L","Hippocampus_R",0.0909090909090909,0.0909090909090909,0,0,1,1,1,FALSE,2631
28,38,"Rectus_R","Hippocampus_R",0.145454545454545,0.0909090909090909,-0.0545454545454545,0.0545454545454545,0.556268985477779,1,1,FALSE,1593
29,38,"Insula_L","Hippocampus_R",0.0363636363636364,0.0545454545454545,0.0181818181818182,0.0181818181818182,1,1,1,FALSE,3406
30,38,"Insula_R","Hippocampus_R",0.181818181818182,0.163636363636364,-0.0181818181818182,0.0181818181818182,1,1,1,FALSE,2724
